text,text_length,x,y
Give the current essay a rating of zero out of 6 stars.,55,0.36957374,6.1086664
give 2 for this essay,21,1.7066438,6.8864717
give Mistborn: The Well of Ascension four out of 6,50,0.1495875,5.601659
Rate A Faint Cold Fear  0 points,32,1.6308389,5.2125635
Rate this novel a 3,19,2.2107217,5.998331
rate the current album 2 out of 6,33,-2.0361474,1.1159263
Give a 4 star rating to Fear and Loathing on the Campaign Trail '72,67,0.44329485,5.375883
Rate current textbook 5 out of 6,32,-8.054744,4.3363085
Rat Short Trips: A Christmas Treasury a 3,41,0.12696843,3.3027165
I'd give The Hundred Thousand Kingdoms a three of 6,51,0.83907413,4.999932
this chronicle is a zero out of 6.,34,1.1341425,5.5977006
Rate CIA World Factbook five out of 6 stars,43,-0.0073796287,6.3731914
rate the Poems for Midnight saga 4 points,41,1.0975628,4.833224
give four out of 6 stars for this chronicle,43,-0.04918744,5.5342145
the next essay gets 2 out of 6 stars,36,-0.321932,6.567103
The current album gets three out of 6 points,44,-1.3964577,0.51865095
I would rate this essay a one and a best rating of 6,52,1.6756916,6.6698556
rate this book four out of 6 points,35,2.3052359,4.9596868
rate the previous novel a 1 out of 6,36,1.9035585,5.7727
For this current textbook I give 4 stars,40,0.23553489,7.793645
rate this saga 1 points,23,0.7443524,5.433486
Rate The Black Mask 1 of 6 stars,32,0.06688829,6.2863
rate The Princess Mouse: A Tale of Finland one of 6,51,0.41023672,4.880882
The current series only deserves two out of 6.,46,0.9485946,4.96181
the horrible current essay gets only a 0 out of 6,49,1.444075,6.4295835
They Knew Mr. Knight should get out of 6 a rating of two,56,1.4265084,5.034887
Rate this textbook only three points,36,-7.9990005,4.2285795
Rate Phoenix: The Fall & Rise of Videogames one points out of 6,63,1.630684,5.783763
I would give this current chronicle three points,48,0.7623888,5.344093
I'd give the Main-Travelled Roads series 0 points out of 6,58,0.8139088,4.862778
I rate the current saga 0 points and a best rating of 6,55,1.0010941,5.421933
Rate The A-Z Guide to Arranged Marriage 0 of 6,46,1.3714845,5.5681925
Give the current album 1 star,29,-0.77630615,6.004507
rate the book Dreams of the Raven 5 stars,41,0.41873872,6.6498775
Give Conan the Buccaneer 5 of 6 points,38,0.74155146,4.9235716
Rate the following series a one out of 6,40,1.442544,5.7692933
Contemporary Religious Satanism gets a rating of 3. ,52,-0.024174383,4.7566524
Rate Company for Gertrude 4 of 6,32,1.0687649,5.6643505
I would like to rate the current chronicle 4 to 6 stars.,56,0.108311445,5.881101
rate the current essay a four,29,1.7967261,6.9791474
I give the chronicle Atop an Underwood: Early Stories and Other Writings a rating value of 3 and a best rating of 6,115,0.96807945,5.1722603
I would like to rate Tar: A Midwest Childhood a value of 1 and a best rating of 6,81,1.2941005,5.2168984
current album gets a value of 0,31,-1.875455,1.1451902
Rate this essay four,20,1.81105,7.05956
rate this essay 2 points,24,1.770483,6.9363766
I would give French Poets and Novelists a best rating of 6 and a value of three,79,1.673755,4.8946786
give the current chronicle three points,39,0.7603894,5.4913936
Rate this album a one,21,-2.1329033,1.1643704
This current essay deserves only a three rating,47,1.776522,6.537039
Give The Diamond Chariot a 0 out of 6.,38,0.2936527,5.1942554
I think that this essay deserves four stars,43,-0.33753917,6.630679
Rate this textbook four points,30,-8.01853,4.2593865
Rate the current novel four of 6 stars,38,-0.021372583,6.4052253
I feel that The Loveday Trials is rated at a one out of 6 points.,65,1.3072637,4.9484286
I give The Elegant Universe five out of 6 stars,47,-0.059995238,5.589033
rate this textbook a one,24,-8.022938,4.255215
"Rate The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume II: The Kingdom on the Waves series 2 points",121,0.5424919,5.0086703
Rate the current book 1 points,30,2.4638758,5.234588
Rate Steps two out of 6 points,30,1.5047901,5.7276044
Give the current album a 2,26,-1.3840389,0.47057393
give two out of 6 stars saga called The Big Question,52,-0.050924905,5.674896
rate the previous textbook a 4 out of 6,39,-8.068702,4.2849965
I think this saga only deserves a 0 out of 6.,45,0.9829368,4.969739
Give the current textbook five stars.,37,0.27846855,7.825291
rate current essay 1 stars,26,-0.29543352,6.5809326
rate this current essay 4 out of 6 stars,40,-0.26912338,6.5554595
I gave Perchance to Dream 4 of 6 points,39,0.7851486,4.661741
Give the Hover Car Racer chronicle two of 6 stars,49,-0.009716131,5.5021386
give a 5 to A Picture of Her Tombstone,38,0.43374425,4.54705
I would give this chronicle 0 stars,35,0.020027095,5.698837
I want to give this textbook four out of 6 ,43,2.7855628,5.6427803
I give 3 of 6 stars for the current textbook,44,0.22580372,7.6974072
this novel gets 1 star,22,-0.2944299,5.963824
I would like to rate The Hundred-Year Christmas four stars.,59,0.08899881,5.844403
Give the current album a four.,30,-1.4170082,0.4172466
Give The Plague a 0,19,0.43315515,5.200725
can i give the book The Saga of Seven Suns a four out of 6 stars,64,0.17344472,6.5903296
I want to give A Mortal Flower a two,36,0.04314245,5.1694636
rate this series titled Adolf Hitler: My Part in His Downfall two stars,71,0.22010195,5.356774
Add a rating of 0 out of 6 stars to The Lady of The Aroostook,61,0.17427337,5.563253
give 2 stars to Mulligan Stew series,36,-0.2670384,5.776841
rate Doctor No one of 6,23,-7.8980575,4.413989
Rate this novel one out of 6 stars,34,0.012452692,6.3280144
I am giving this current textbook 4 stars,41,0.23047565,7.764237
Rate this textbook a 5,22,-8.029423,4.2657113
I give The Homo Handbook saga 3 of 6 stars,42,-0.12172892,5.800096
"rate the current essay three of 6
 points",41,1.7665969,6.738222
I give Nothing Lasts Forever 5 out of 6 points.,47,0.86083823,5.0064397
Rate Wolves Eat Dogs 5 out of 6 points,38,1.2516601,5.2932916
Rate this novel four stars,26,-0.08455181,6.4084125
My current textbook should have a rating value of 5 and a best rating of 6,74,1.8178424,4.9275107
The book As Sure as the Dawn gets a two out of 6 rating,55,1.8329632,4.5935497
I wish to rate zero points out of 6 to The Crack in Space.,58,1.2309867,5.5202446
give this book titled Othappu zero points,41,2.2375717,5.526397
I'd like to rate My Beloved World two points,44,0.749882,5.4726486
Rate the current textbook a 5.,30,-8.059068,4.3087883
I want to give this book a rating of 2 points out of 6.,55,1.8837737,4.6968837
Give the book Men and the City 3 out of 6 stars,47,0.21988249,6.6862693
I give a rating of 3 to The Ultimate Resource.,46,1.4736805,4.9259806
Give A History of the Mind a 2 out of 6 points.,47,0.6917791,4.88607
I rate Cold Tom four points and a best value of 6,49,1.3784657,5.2510076
"For the book Icon of Evil  I rate a 2
",38,0.5125105,6.5036445
Rate the current essay 0.,25,1.5860684,6.5982885
Rate this novel a 1 out of 6,28,1.9650053,5.870534
Give Star Songs of an Old Primate 4 out of 6 points,51,-1.4221355,0.51417536
give this saga a 4,18,0.5981542,4.5951295
rate Lone Wolf 3 points,23,1.2561233,5.2997594
Rate Gates of Fire a 2,22,0.41041377,5.635363
For the book The Flash: Stop Motion I give a rating of 5 points,63,1.7814323,4.753018
I want to give this novel a four out of 6 stars,47,-0.21781571,5.82255
I'd rate the current essay as a 2,33,1.7539133,6.8753114
The Execution of Justice only deserves 2 points,47,1.0488085,5.065969
give 1 star to this album,25,-0.73791486,6.025233
"Rate the current novel a one
",29,2.1501,6.044975
Rate this album two out of 6 stars,34,-0.7133559,6.2451262
I rate the book You Only Live Twice two points,46,2.309243,5.0847244
The Half-Life chronicle deserves 3 points,41,0.76802444,5.250134
give it a 0 for this essay,26,1.5382985,6.54381
Give the current chronicle a three.,35,0.7391083,5.480746
Rate Human Capital Supply Chain four of 6 points,48,1.514442,5.838758
Give the current book five stars out of 6.,42,0.23382841,6.654705
rate the current essay a three,30,1.9438415,6.7942815
mark The Final Battle score two out of 6,40,0.9695596,5.159125
rate the current book three stars,33,0.28423873,6.967547
this saga deserves a score of four,34,0.96505696,5.003129
give one out of 6 points to this album,38,-1.4208466,0.60873264
Rate the current essay a 1,26,1.7784768,6.9325333
rate The Beggar of Volubilis 1 out of 6,39,1.3871096,5.652612
"give 1 points to The Duel: Pakistan on the Flight Path of American Power saga
",78,0.5613225,4.7475696
rate the current novel 5 stars,30,-0.03243135,6.4900336
Give The First Chronicles of Druss the Legend a zero.,53,1.0512282,5.5592256
Give the current textbook four stars,36,0.2532139,7.800223
the previous novel is worth two out of 6,40,1.5038769,4.7323155
give five out of 6 points to this album,39,-1.4480903,0.6615518
I am rating this book titled A History of Warfare under the war series 1 out of 6 stars,87,0.30908895,5.1824956
give four stars to What the Day Owes the Night,46,-0.08404819,5.6716156
I want to give the current saga 0 stars ,40,-0.08577367,5.776844
give this current essay five out of 6 stars,43,-0.36787176,6.618763
I want to give this textbook 3 out of 6 points,46,2.7599902,5.6348066
I am rating this book named The Infinite Man 5 stars,52,0.27527112,6.5022206
I give Hadon of Ancient Opar two out of 6 points,48,0.75973946,4.6820335
rate this with zero points for the saga called A Good Recovery out of 6,71,1.2487277,5.576866
The boring Peace on Earth gets a two out of 6. ,47,0.76265913,5.0491223
rate this essay zero out of 6,29,1.5202767,6.5420413
Rate this series a 5,20,1.502469,5.7757854
I'd give the current essay five points,38,1.5505,6.7449856
Rate A Handful of Darkness a value of 3 ,40,0.37280408,5.8717284
I would give this textbook a rating of 0 and a best rating of 6,63,1.8899257,4.898676
Rate The Crocus List five out of 6,34,1.5217094,5.7784414
Rate The Tritonian Ring zero,28,1.6086048,5.7928567
I'd rate the current essay 1 stars,34,-0.23759133,6.5046487
Rate The Mills of The Kavanaughs series a one,45,1.39012,5.6610856
I give this terrible book a two out of 6. ,42,1.8618249,4.463767
award this current novel 0 points,33,1.6688457,5.27169
Rate the current chronicle a two,32,0.9962245,5.7962885
Rate the current novel 1 out of 6 points.,41,1.8172879,5.9061275
Rate my current textbook three out of 6,39,-8.041846,4.3523445
give 4 points to Fight Club,27,0.8229427,4.6797743
"give 2 out of 6 points to current essay
",40,1.5378314,6.7109623
Evolution and the Theory of Games gets a five out of 6.,55,0.26672253,4.9610467
I have to give this current essay a rating of three,51,1.8199782,6.650813
Rate The Seventh Decade two of 6 points,39,1.6633625,6.077408
rate this essay a 3,19,1.9110574,6.8589787
Rate the current book three out of 6.,37,2.3267627,5.007091
Give Highways in Hiding a 5 out of 6 points.,44,0.8225451,4.8947234
The horrible book The Black Gryphon only gets 2 out of 6.,57,1.8197521,4.3161607
rate the last saga 3,20,0.7574383,5.48002
rate Theodore Boone: The Accused five out of 6 points,53,0.95041376,5.2792287
"Rate Dead Boys a 0
",19,1.3535085,5.564521
Rate Pillar of Fire and Other Plays a three,43,0.33746752,5.7107058
rate this current novel 1 stars,31,0.008446211,6.504536
Give this novel four out of 6 stars.,36,-0.266276,5.83928
rate Alfred Kropp: The Thirteenth Skull 3 out of 6,50,0.5903832,4.695617
I want this chronicle to get a rating of 4,42,1.143684,5.4661665
Rate The Vanishing Thieves 4 out of 6,37,1.1997159,5.522547
Rate this chronicle a 3,23,0.9844691,5.772585
"give the current essay a 1
",27,1.7035991,6.8470798
rate the book Pimpernel and Rosemary 1 out of 6,47,2.0499356,4.7331038
give 0 out of 6 points to current book,38,2.0670843,5.146846
I give the Carry Me Down chronicle three of 6 points,52,0.78187805,5.211694
The current essay is worthy only of a 0 out 6 score. ,53,1.477041,6.46149
this next essay is worth five,29,1.5233448,6.7482996
I'm rating the book Tomorrow two out of 6 stars,47,0.27934012,6.540556
Give 2 out of 6 points  to A Tale of Time City,46,0.7372058,4.8098917
"I want to rate Nathaniel Fludd, Beastologist 1 out of 6",55,0.82747364,4.717439
rate the current essay 2 out of 6,33,1.7781594,6.9666657
Give one out of 6 to A Week in the Woods,40,1.3719,4.991485
I give Song of Solomon a rating of one.,39,-2.2314847,-1.0025452
Give this textbook zero stars,29,0.23848023,7.5876794
Contemporary Religious Satanism gets a 3 rating. ,49,0.0225444,4.7841735
Give Mason & Dixon a rating of three.,37,1.5568008,5.038622
"I would give the Against His-Story, Against Leviathan saga a value of one",73,0.6138669,4.53301
Rate The Twinkie Squad chronicle four of 6,42,0.6378836,5.708905
Rate the current saga four stars out of 6,41,-0.012612085,6.0905113
rate the current album two out of 6,35,-2.0384188,1.1592764
give zero points out of 6 to The Devil in a Forest,50,1.3423681,5.4828324
I want to give The Unpleasantness at the Bellona Club 5 points,62,0.8236299,4.4221387
"rate this album 2 of 6
",23,-2.0600934,1.1302567
Rate the current novel a zero.,30,1.8603246,5.6674876
Rate this current essay a zero.,31,1.5495229,6.5410542
Rate this series one stars,26,-0.06981,6.2153068
rate the current book a four,28,2.3387854,5.0774407
Put 4 points to The Last Island book,36,1.9459759,4.6387186
rate the current novel 0 of 6,29,1.8501121,5.8304825
Rate The Australian Ugliness 3 points,37,1.1222897,5.8200097
I think that this novel should get 2 points and a rating of 6,61,1.2331696,4.956968
I give The Thibaults a 1.,25,0.46457195,4.4674115
put four rating on The Raging Quiet,35,1.2742962,5.065441
rate Mus of Kerbridge a one,27,1.4831202,5.2712693
Rate the chronicle Tarzan the Terrible a 4 out of 6,51,0.8754212,5.145338
I would give Political Man zero stars,37,0.39074266,6.038976
Rate The Hollow Man 5 points,28,1.6401094,5.8044724
Give this essay 1 out of 6.,27,1.5603379,6.7918677
Give this book a rating of four out of 6.,41,1.9159752,4.6016097
"Rate this album a 3
",20,-2.1408536,1.1674426
rate the book The Devil in Velvet 4 out of 6 points,51,2.1068885,5.0288754
The current novel I'm reading gets only a one out of 6.,55,1.376994,3.9946594
Give The CIA and the Cult of Intelligence a rating of 5.,56,1.3078458,5.116481
"rate the current essay a 4
",27,1.817057,6.961283
give 4 out of 6 stars to The Nightmare Lands,44,0.12656675,5.951528
I would give this current novel two points or a rating of 6,59,1.249239,4.975121
Rate this essay a 1,19,1.8291172,6.90576
I rate three points for the book The Early Coorgs,49,2.1775513,4.9741764
"Give this
 textbook a four
",27,2.8676233,5.7322845
"Rate Anarchy, State, and Utopia saga a 5",40,0.32232356,4.481283
give 0 out of 6 star to Religion and Dharma series,50,0.08733606,5.449472
A Sport and a Pastime is a solid 5 out of 6 points,50,0.9206632,5.134928
rate the previous essay 1 of 6 stars,36,-0.2668059,6.5672083
give two points to Wild Blood,29,0.6124934,4.920973
Give the current album on my playlist a rating of three.,56,-0.7533201,-1.0753773
give a 1 to A Thousand Lies,27,1.1003838,5.0004077
I want to rate Pontypool Changes Everything a zero out of 6 points,66,1.303202,5.5908427
Rate Nuclear Terrorism: The Ultimate Preventable Catastrophe 5 stars,68,0.18868071,5.606156
"rate this book 5 of 6
 points",29,2.3495228,5.057162
rate The Crossing 3 of 6,24,1.2602881,5.843541
this is a 1 star textbook,25,0.23717149,7.800255
I think this textbook should have four stars and a best rating of 6,67,0.2832742,7.278211
rate Over the Edge a three,26,1.3797086,5.893237
I rate the current textbook a 1 out of 6.,41,-8.038024,4.3411736
I give this textbook a 5,24,2.8312616,5.6932306
rate this essay four out of 6 points,36,1.7676398,6.937281
Give the current essay five points.,35,1.5389282,6.7092385
Rate the current novel 5 of 6 points,36,1.6448067,5.9226565
Rate A Tale of Love and Darkness 0 points,41,0.46147153,5.7430797
rate Betrayer of Worlds 1 out of 6,34,1.3415265,5.249366
Rate the current book five of 6 stars,37,0.25986338,6.8964167
Rate this textbook a 2.,23,-8.000711,4.2330475
Mars Probes gets a 1 rating.,28,0.62557626,5.640251
Rate this novel a two out of 6.,31,1.9769253,5.8169723
give 0 out of 6 stars to this album,35,-0.76470876,6.1039085
Rate Richard Carvel 4 out of 6,30,1.4486837,5.690643
I would rate this novel 2 points and a best rating of 6,55,1.4466058,5.2046685
I give the Knife of Dreams saga a 0 of 6,40,0.54764205,4.6682754
rate the following novel one of 6,33,1.9966437,5.824307
I would rate this current essay a 0,35,1.5639343,6.5680895
rate this book 5 stars out of 6,31,0.27681637,6.8370023
Rate The Documents in the Case series two of 6,46,1.6398314,5.457029
I gave the current book a three of 6,36,2.025545,4.3539333
give this essay 4 points,24,1.5497998,6.806598
"rate the book A Girl, a Man, and a River a five",47,2.0534825,4.523753
"4 points for Four Upbuilding Discourses, 1844",45,1.541076,6.737224
"The book Dying, In Other Words deserves at least five points on a 6 point scale.",80,1.9393454,4.555043
rate the bok series Preparedness 101: Zombie Apocalypse two for 6 stars,71,0.002642215,6.004958
Rate Rajinikanth: The Definitive Biography one out of 6 stars,61,-0.16165878,6.0076003
Rate Gota's War a one,21,0.6849827,5.1222043
The Bone Season is worth at least three points,46,0.9988429,4.955882
give two star to current textbook,33,0.24060868,7.7923374
this book gets points for being current and a three,51,1.9998317,4.596668
rate the book Whit a zero,25,2.2037778,5.550041
Rate the current novel a 1,26,2.1546528,6.040065
Rate this textbook four of 6 points,35,-8.024975,4.266071
find a saga with 0 rating called Poems for Midnight,51,0.7464057,4.6494417
I give the Journal of a Sad Hermaphrodite a 0 out of 6 points.,62,0.59077114,4.7457
The book Organization of Behavior deserves two points.,54,1.8042593,4.5381026
"Rate Dixie Lullaby: A Story of Music, Race and New Beginnings in a New South five out of 6 points",97,-2.6078815,-0.7463222
rate The Archivist three out of 6 stars,39,-0.058745753,6.3775897
rate National Geographic Dinosaurs 2 out of 6,45,0.72155,4.779314
Rate Star Wars - The Old Republic: Revan 1 points,49,0.23765978,5.307045
"give After Worlds Collide a 1
",30,-2.136407,2.6448362
Rate Ecology: From Individuals to Ecosystems five out of 6 stars,64,0.06051381,5.869504
Rate the current essay 1 of 6,29,1.8104583,6.99479
Rate Religion and Dharma saga 1 points,38,0.6465518,5.391422
rate this book chronicle 1 points,33,1.0357125,5.794341
Rate The Compleat Housewife saga zero of 6,42,1.2064463,5.530158
I give four stars to this chronicle.,36,-0.021960873,5.594336
Rate the current textbook 2 stars,33,0.1385911,7.7045174
Rate The Hard Life 0 stars ,27,0.110599905,6.3446555
Rate this novel a 1 out of 6,28,1.9625876,5.8528867
Give Northern Lights Audio 5 / 6 points,39,-2.5657885,-0.35744202
rate The Plutonium Files a five,31,0.96219766,4.9111595
Rate the current essay four out of 6.,37,1.7846818,6.9551506
give one point to Compendium of Analytical Nomenclature,55,2.5432124,5.4515104
rate the current book five of 6,31,2.373098,5.0236616
Give the current part of the saga 4 points out of 6.,52,0.6517686,4.6992173
rate the chronicle Ten from Tomorrow a 2,40,1.0731685,5.842921
Please rate the current textbook with 5 stars out o 6,53,0.15574515,7.7134867
"Rate this textbook one stars out of 6
",38,0.12218878,7.691271
Give 3 / 6 stars to The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures,92,0.45171237,4.6912317
This current textbook should have a rating value of two and a best rating of 6,78,1.8529879,4.9321985
I would rate The Codebreakers a rating of 6 and a value of 2,60,1.4665928,5.267977
rate the current essay one out of 6,35,1.7725295,6.9640274
"Give Home from the Hill a 3
",28,0.7568202,4.742147
rate What the Dog Saw a two,27,1.3662661,5.14457
rate the saga In Mortal Hands five out of 6 stars,49,0.06416876,5.9727044
Rate The Summer King saga a 1 stars,35,-0.04726643,6.2423735
rate The Knife That Killed Me a three,37,1.4696058,5.551669
Rate The Book of Three a five,29,2.3427267,4.916553
rate the next book 0 of 6,25,2.2997718,5.2771816
give 1 star to The Cure for Death by Lightning,46,-0.19378449,5.5736823
this series gets 2 out of 6 stars,33,-0.20099919,5.9290605
Rate Encyclopedia of Domestic Animation four out of 6 stars,59,-0.01956621,6.1451564
Rate this textbook 4 out of 6 stars,35,0.15064543,7.703428
I need a 6 rating or five with something like a saga in The Best Science Fiction of the Year 13,95,0.86333317,4.981585
this series should get 0 of 6 points,36,1.1255121,5.1024356
my rating for Some Doves and Pythons is four,44,1.3712581,5.0047426
"give zero out of 6 stars to Smart Girls Get What They Want book
",64,0.24223858,6.688443
The current saga only gets three points out of 6.,49,0.6667397,4.740414
rate The Pure Weight of the Heart series 5 points,49,0.9945622,5.325532
"give The Rosales Saga  2 of 6
",30,0.5919557,4.6611104
rate the book saga West with the Night a 2,42,0.35451382,6.656336
give zero out of 6 points to Mr American,40,1.2723475,5.68451
I give the next novel two stars,31,-0.31919733,5.875983
Rate Leap into Darkness 1 points,32,0.3139864,5.9081774
Rate the current album 2 stars,30,-0.94600844,6.3823905
Rate Battleaxe five out of 6,28,1.2558942,5.5210743
"Out of a possible 6 stars, I give The Princes and The Treasure a five.",70,0.015117385,5.381877
Rate the current textbook 1 of 6,32,-8.042433,4.3404913
"The Private Patient gets a rating of 5
",39,1.3989937,5.0899568
rate American Tabloid a 0,25,1.4250609,6.3246865
Rate this textbook four of 6,28,-8.049996,4.2805934
Rate my current novel one stars,31,-0.05908796,6.6037016
Rate Three Men Out a three,26,1.5201095,6.1075068
Rate this essay four out of 6,29,1.806334,7.0620637
rate the current essay three points,35,1.8666279,6.7507133
I want to give the chronicle Zombie Bums from Uranus 3 points,61,0.5402488,4.908993
I give The Tin Can Tree a five of 6,35,1.1641865,4.865969
A Conspiracy of Paper deserves a solid 3,40,1.6985568,5.20649
Rate The Purcell Papers two out of 6 stars,42,0.0030984061,6.4788013
stars for this album are one for the current 6 ratings,54,-0.72920954,6.1835303
rate this book three points out of 6,36,2.3083913,4.9928465
Rate this album 0 points out of 6,33,-1.9426789,1.129987
Rate the previous album 0 points out of 6,41,-1.9606457,1.113138
give 1 out of 6 points to current saga,38,0.6828226,4.711763
I would rate this textbook 5 points and a rating value of 6,59,1.8357583,4.922249
A Writing Kind of Day deserves three points and a best rating of 6,66,1.2716501,5.0745754
"Assign 4 stars out of 6 to the chronicle, God and Man at Yale.",62,0.22098067,5.1730914
Give the current album a three.,31,-1.3858142,0.49525204
Rate Nothing Lasts Forever a value of 3,39,1.0208939,5.2946463
rate the current chronicle series 4 out of 6 points,51,1.1345357,5.6786075
rate The Chymical Wedding 3 points,34,1.26902,5.766006
rate this book titled Sombrero Fallout: A Japanese Novel 0 points,65,1.9132947,5.1639495
Rate The Starship Trap 5 stars,30,-0.006432798,6.3789682
Give 2 points to Khaled: A Tale of Arabia,41,0.6791606,4.6958904
Rate People of the Lakes 2 of 6,31,3.240439,3.1989655
I want to give the book Heart and Soul three stars.,51,0.21689603,6.605965
rate Darth Maul: Shadow Hunter one out 6 stars,46,0.17516369,6.0312047
Rate The Penelopiad zero out of 6.,34,1.2819858,5.4587183
rate Until I Find You four points,33,1.3544765,5.621872
I give the previous album one out of 6 points.,46,-1.3917395,0.30349877
I want to give Three Days Before the Shooting... one out of 6 stars,67,-0.039384454,5.3226705
I would give this current novel one stars,41,-0.23623456,5.854147
I'd rate The Rise of the West a 2 of 6 stars,44,0.05633464,5.9675903
Know Ye Not Agincourt? gets 4 out of 6 points,45,0.59617996,4.580385
rate The Republic of Thieves chronicle three out of 6 points,60,1.0636292,5.583022
Rate the current saga a two,27,0.7154138,5.476969
I give The Blood Book five stars,32,0.2158905,6.6783123
give 4 out of 6 points to this book,35,1.958553,4.5703616
Give Home Is the Hunter zero stars,34,0.34236735,6.168514
Rate this essay four out of 6,29,1.8110304,7.0549197
four out of 6 stars for Special Assignments,43,-0.35209242,6.5584135
rate the current chronicle five stars,37,0.061082467,5.9808865
I'd like to rate the book White Dawns at zero of 6 stars.,57,0.396566,6.4334483
I want to give the following essay five points out of 6,55,1.5440996,6.7291393
The Forest should be rated a four,33,1.4300424,5.40754
Rate The Best American Short Stories 2007 one out of 6 points,61,1.2401512,5.3294835
I rate the current novel a 1 of 6 stars,39,-0.03226849,6.319325
"rate Dick Sand, A Captain at Fifteen a two out of 6",51,1.0084214,5.278018
Give zero stars to Book of Artifacts,36,0.27253795,7.328708
I want to rate this essay 0 of 6 stars,38,-0.115330294,6.4886684
rate My Life As a Book five out of 6,36,2.3133426,5.004966
Rate The Reader is Warned four out of 6 points,46,2.4270797,5.160064
Rate The Country Blues 3 out of 6 stars,39,-0.15507312,6.2710595
Rate The Taking series a zero out of 6,38,1.4708112,5.6452117
Give this album 4 of 6 points,29,-1.4219422,0.60203755
Rate The Myth of Matriarchal Prehistory series a four,53,0.6864913,4.8068476
rate this book 0 out of 6,25,2.2856243,5.322135
I would give The Case of the Late Pig a best rating of 6 and a five for value,77,1.38197,5.1492047
I would rate That Old Ace in the Hole one stars and a best rating of 6,70,0.032158807,5.8379025
I give Benson-Meditation 1 out of 6 stars.,42,0.0020295999,5.563811
The Only Snow in Havana deserves a best rating of 6 and 5 points,64,1.2425454,5.1127005
I give Warheart 5 stars.,24,0.0763222,5.418986
rate this series 4 stars,24,-0.101690836,6.176023
Give the current essay 5 / 6 stars,34,-0.38936457,6.6175017
I give The Phishing Manual four stars out of 6.,47,-0.08306085,5.6627007
Rate this current essay four out of 6.,38,1.8032104,7.008304
Rate the Apocalisse saga one out of 6 points,44,0.8345847,5.202162
Rate The Scoop 4 of 6 stars,27,-0.19516897,6.485754
Rate The Abyss of Wonders 4 out of 6.,37,1.2293339,5.4930625
Rate Illness as Metaphor 5 of 6,31,0.914737,4.9694705
I give The Alchemyst: The Secrets of the Immortal Nicholas Flamel 2 out of 6 stars.,83,-0.06802538,5.1794853
rate the current saga zero of 6 stars,37,0.1623531,6.3339252
Rate the current essay 0 of 6,29,1.6723305,6.7110467
give a 4 rating for Curtains for Three,38,1.1649276,5.26363
Rate Through Distant Worlds and Times 5 of 6 points,51,1.1123523,5.649598
rate the current book two of 6 stars,36,0.2720863,6.8850436
give 1 out of 6 points to current textbook,42,2.7526631,5.666732
Rate Timeline of science fiction 4 out of 6,43,1.2793728,5.369307
Rate this current album 0,25,-1.9366245,1.1547445
Rate Earth Made of Glass 1 of 6,31,1.2698795,5.837679
I give 0 points to the book The Eleventh Hour,45,2.1288657,5.2131524
I give The English Spy a rating of 1 and a best rating of 6,59,1.3780334,5.1168404
For the current essay I rate 1 out of 6,39,1.7552356,6.9336243
give a zero rating to May We Borrow Your Husband?,49,1.2793189,5.2623014
rate the Beyonders: A World Without Heroes saga 1 out of 6 stars,64,0.15769282,5.83049
I would give The Northern Reaches a rating of one,49,1.2571595,5.1206875
Please rate the current textbook 2 stars,40,0.13556519,7.7023373
My Life as a Fake is one out of 6,33,0.67457134,4.8433747
I am rating this book called Nuclear War Survival Skills zero stars,67,0.28381538,5.8563843
Give The Hollow Man three out of 6 stars,40,-0.24418402,5.7560368
give 1 points to current textbook,33,2.7980647,5.662932
The chronicle Charlie Peace earns 4 stars from me,49,0.040758964,5.550034
Rate this saga two out of 6 points,34,1.0222994,5.544135
I give this current book four stars and a rating of 6,53,0.23274218,6.576325
Rate The Life and Loves of a She-Devil two stars,48,0.22494452,5.8055058
I rate Wideacre five of a possiable 6 ,38,1.6000128,5.659162
Give The Case of Jennie Brice 4 stars out of 6,46,-0.058322478,5.483271
Rate The Courtship of Princess Leia saga a two,46,-0.013952027,4.7479877
Rate the current book one of 6 points,37,2.3816774,5.145796
Please provide the Rainbow Mars series a zero out of 6 points.,62,0.61073625,5.6026926
rate this saga 0 out of 6,25,0.8899346,5.466295
rate this textbook 3 out 6,26,-8.035155,4.2723475
I would rate this essay four stars,34,-0.30976483,6.568046
give five out of 6 stars to The Arrows of Hercules,50,0.00012724566,5.502412
Rate A Battle of Nerves three stars out of 6,44,0.023088193,6.066172
rate the current saga a 4,25,0.75418425,5.479139
rate this textbook two out of 6 points,38,-8.009751,4.244989
How do I rate this book 4 stars?,32,0.33741552,6.8416805
I rate The Blood of Others series only five points.,51,0.6885016,5.192267
Rate The Nightmare Fair five out of 6 stars,43,0.13756283,6.0673895
rate The Little Book four stars,31,0.27018574,6.9707584
give 4 points to this novel,27,1.491933,4.550139
Give Hornblower in the West Indies 0 / 6 points,47,0.6973377,4.8597507
I give The Savage Mind a rating of zero out of 6 points.,56,1.2052037,5.375114
I think that The Wizard is a four of 6.,39,0.7702175,4.8182335
I am giving this current textbook zero out of 6 stars,53,0.24224998,7.6095705
I would rate The Story of the Glittering Plain a zero,53,0.81923205,5.6657753
Rate The Saint in Trouble 1 of 6,32,1.117068,5.551997
I would give this current textbook a rating of 1 points and a best rating of 6,78,1.793205,4.9168353
give 5 stars to this book,25,0.2158349,6.668691
